,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Month,Hour,day_in_week,day,sentiment
1218,lokwe_samuel,Politics// Tweeps// Comedy// Football and sports//Upcoming populist...... list long. Plaza comrade/Like poetry/volleyballer.,nairobi kenya,216,331,10373,2020-11-24 12:27:36,2021-03-19 15:27:07,13,"skynews it is hoped that his oncamera vaccination will allay fears associated with the jab in france 

get live covid updates ht ","[{'text': 'COVID19', 'indices': [119, 127]}]",3,15,Friday,19,0
1219,TheZen19522180,"Let go, or be dragged....",lucknow india,83,67,44352,2020-05-13 13:34:17,2021-03-19 15:26:43,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1220,AvnishUP75,हिंदुत्व और राष्ट्रवाद,etawah  up,117,152,13358,2021-01-04 16:26:31,2021-03-19 15:26:27,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1221,Singh336Singh,"Lawyer by Profession, Politician by Choice
Hindutva is my ideology


#R.A.S❤",mumbai india  ,130,146,7204,2012-12-21 13:12:14,2021-03-19 15:25:44,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1222,TheWatchmanNews,We are primarily a news organization but we also indulge in preparation of many forms. Join us on YT. https://t.co/3EwI1F95d5,illinois usa,86,189,34798,2014-10-09 17:22:36,2021-03-19 15:25:43,0,french regulator recommends astrazeneca covid jab for overs only as bloodclot risk deemed higher in younger  ,[],3,15,Friday,19,1
1223,draub77,"Associate Professor,  YAMCH Mangaluru. Nationalist, Strong believer of #AkhandBharat,

Member, Bharatiya Janata Party",manjeshwar india,709,155,7155,2010-05-11 13:24:34,2021-03-19 15:25:02,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1224,yooneedmorejodi,"International 🇯🇲 Human Rights and Environmental Attorney, Millennial Personal Dev Blogger at @YNLifeSkills, Host @MorningAgenda and @ManUtd Fan. LL.M: @NDLaw",jamaica,1462,7331,91587,2013-04-18 07:50:29,2021-03-19 15:24:02,13,"skynews it is hoped that his oncamera vaccination will allay fears associated with the jab in france 

get live covid updates ht ","[{'text': 'COVID19', 'indices': [119, 127]}]",3,15,Friday,19,0
1225,DANTE84936864,Welcome To Hell🖕🏿, earthasia ,9,143,35466,2019-12-31 15:41:39,2021-03-19 15:20:54,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1226,AkashPawarHR,Duniya Ko Sachhai Dikhana kam hai mera,maharashtra india,3373,2835,40858,2019-07-05 09:50:18,2021-03-19 15:20:49,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1227,maanuraajan1,* General Secretary-Western Maharashtra (SASS)Sabarimala Ayyappa Seva Samajam* *Zilla Pramukh-Vishwa Hindu Parishad(VHP)-PCMC-Math-Mandir Samiti*,pune,1160,968,33249,2015-08-19 13:55:13,2021-03-19 15:20:34,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1228,blissfulls,Twittreti....RTs & likes are not necessarily endorsements,indore,2264,673,71990,2009-12-18 17:52:13,2021-03-19 15:20:03,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1229,BodohBangang3,"pension fund - dunia adalah pentas sementara
bahang dalang & Luntuh Loser my resume
Aku tukang timang parti",malaysia,144,36,9335,2021-02-01 06:37:17,2021-03-19 15:19:17,13,"skynews it is hoped that his oncamera vaccination will allay fears associated with the jab in france 

get live covid updates ht ","[{'text': 'COVID19', 'indices': [119, 127]}]",3,15,Friday,19,0
1230,PrinceAdesoji1,infotainment maniac.....,lagos nigeria,356,242,41909,2013-03-21 12:42:03,2021-03-19 15:19:10,13,"skynews it is hoped that his oncamera vaccination will allay fears associated with the jab in france 

get live covid updates ht ","[{'text': 'COVID19', 'indices': [119, 127]}]",3,15,Friday,19,0
1231,drchandra7,"Loves music, reading & driving.
Orthopedic surgeon.
RT may not mean endorsement.",new delhi india,128,12031,50638,2010-03-05 07:54:41,2021-03-19 15:18:31,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1232,KARDAVAKETEVAN,SPECIAL CORRESPONDENT IN BRUSSELS +32493446443 kardavabrussels@gmail.com,brussels,4146,2524,13090,2014-08-30 10:18:59,2021-03-19 15:18:22,13,"skynews it is hoped that his oncamera vaccination will allay fears associated with the jab in france 

get live covid updates ht ","[{'text': 'COVID19', 'indices': [119, 127]}]",3,15,Friday,19,0
1233,GPerdikaris,"🇬🇷Athenian in SE Asia, lifelong learning, passionate hospitality leader, grateful for every new day with eyes wide open. Fall down 7, Stand Up 8 !",jakarta w java indonesia ,6226,5666,251742,2010-12-11 09:23:52,2021-03-19 15:16:56,13,"skynews it is hoped that his oncamera vaccination will allay fears associated with the jab in france 

get live covid updates ht ","[{'text': 'COVID19', 'indices': [119, 127]}]",3,15,Friday,19,0
1234,SkyNews,"We take you to the heart of the stories that shape our world. 

For breaking news, follow @SkyNewsBreak",london uk,27,7038382,451120,2007-07-19 14:42:53,2021-03-19 15:16:28,13,"it is hoped that his oncamera vaccination will allay fears associated with the jab in france 

get live covid  ","[{'text': 'COVID19', 'indices': [106, 114]}]",3,15,Friday,19,0
1235,ahanaitoceans,"I don't care if you're Celebrated or Not, Skincolour/LGBTQ/Straight nor Location. TREAT PEOPLE RIGHT!!!  Race HUMAN with a touch of IGBO.",alaigbo,20280,25564,114633,2016-05-31 03:20:30,2021-03-19 15:16:24,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,15,Friday,19,1
1236,varunrkothari,🇮🇳 Proud Indian and a Banker 🇮🇳,india,921,120,21221,2012-09-19 12:37:57,2021-03-19 15:15:34,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1237,FarhanJagmalwa,बिजेपी कार्यकर्ता,thawe india,269,58,4933,2021-01-15 11:35:05,2021-03-19 15:15:31,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1238,Ankitkumar1091,भारत माता की जय🇮🇳 | Software Engineer | Proud Indian | They call me नमो-भक्त | IndiaSupportCAA | अखंडभारत,ahmedabad,1774,1728,5650,2020-06-11 11:21:38,2021-03-19 15:14:13,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1239,4WellnessToday,"Interested in all matters concerning Mind and Body Wellness and Health. Meditation, self-improvement books. Politics and current affairs",brussels belgium,3610,1505,14085,2014-09-05 19:07:02,2021-03-19 15:13:57,13,"skynews the uks covid r number has increased slightly to between  and 

skyenda has the latest on the new data that has be ","[{'text': 'COVID19', 'indices': [22, 30]}]",3,15,Friday,19,0
1240,t_hemant,|| जय श्रीराम || Proud follower of Hindu Dharma!!,pune india,1657,1282,218563,2010-05-06 08:51:45,2021-03-19 15:11:45,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1241,imvikverma,"Entrepreneur, Retweets if I agree but may not necessarily endorse. TYPOS ARE UNINTENTIONAL Member BJP 🇮🇳
मत्राओ पे मत जओ, भवनाओ को सम्झो Maybe wrong",mumbai india,2088,501,30384,2017-05-27 07:46:24,2021-03-19 15:11:36,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1242,TSM979,"Retweets ≠ Endorsements
Likes ≠ Acceptances

#IndiaFirst  #JaiHind

#IndiaThatIsBharatFirst  #VandeMataram

#VasudaivaKutumbakam",leh ladakh republic of india,963,519,127570,2015-02-18 12:59:49,2021-03-19 15:11:20,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1243,Tweeting_Yess,Dreamer ✨ / Nationalist 🇮🇳 / Truth Lover 🌸 / Karma Exist ♥️ / My Tweets my Rules 🤗/ #Peace ✌️,pune india,56,22,2937,2020-09-03 05:50:17,2021-03-19 15:10:02,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1244,itsBeingVISHAL,|मेरा Twitter Joint करणे का Motive👇🏻|अभिनेता- @BeingSalmanKhan |अभिनेत्री- #MyCrush |नेता- @NarendraModi |क्रिकेटर- @ImRo45 | 🚩| जय श्रीराम|🚩,maharashtra india,914,1202,21130,2013-08-01 11:54:30,2021-03-19 15:08:53,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1245,narsaiahhari,I born in middle class family my father when he young he doo agriculture with my grandfather . my aim is  become a professional farmer,telangana india,119,196,33195,2012-01-17 05:28:07,2021-03-19 15:08:51,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1246,HKulkarni2,"State Co-Ordinator IT& Social Media BJP Maharashtra,I
Proprietor Of VISION ASSOCIATES
संघटन गढे चलो,सुपंथपर बढे चलो,भला हो जिसमे देश का वो काम सब किये चलो.",aurangabad india ,532,282,6523,2016-09-18 07:00:07,2021-03-19 15:08:08,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1247,June4th,Community Focus:- Home and away,burnley lancashire,2696,4561,341779,2009-05-24 18:02:28,2021-03-19 15:06:46,12,skynews dr june raine ceo of the uk s medicines regulator says their rigorous scientific review  found no evidence that blood clots ,[],3,15,Friday,19,0
1248,dharit87,Kripya panchayati na karein.,mumbai,381,580,76847,2009-10-30 09:12:47,2021-03-19 15:04:49,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1249,DrMonicaMalta,#GlobalHealth | #WomeninSTEM | Latina |mom | Prof @uoftmedicine |Alumni @JohnsHopkinsSPH | Leadership @500womensci |#COVID19 survivor | Researcher @CAMHResearch,canada us brazil africa  earthamericas ,5143,9673,16586,2018-09-24 23:47:01,2021-03-19 15:04:13,1," bangbang astrazeneca shot ok except in scandinavia
 
the astrazeneca covid shot is good to go in europe again after t  ","[{'text': 'COVID19', 'indices': [64, 72]}]",3,15,Friday,19,0
1250,arfansait,lawyer,maharashtra india,4981,376,75528,2009-05-28 14:08:53,2021-03-19 15:03:20,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1251,RamjeeTanda,"Hindu Nationlist .....
Jai Shree Ram.....
Mandir to Ramjanmbhumi Ayodhya me hi Banega....... The Rajpooana",saidpur ghazipur uttar pradesh,169,481,85178,2018-03-09 17:35:22,2021-03-19 15:02:18,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1252,JDumde,"@BJP4India Social Media Cell District President
@BJP4PuneGramin भाजपा जिल्हासंयोजक पुणे ग्रा सोशल मिडिया सेल
@BJP4Maharashtra Former State Committee Member #BJP",भ रत india,1597,1417,40207,2015-10-26 12:15:37,2021-03-19 15:01:17,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,15,Friday,19,0
1253,DrJoeMcCarthy,Human. Free Thinker. Met Mandela. Personal. Family. Community. Funded Successful Drug to prevent Latent TB Now developed #COVID19 FAR UVC https://t.co/fW2jEDzBZO kill lamps,earth rd planet from sun ,4947,1403,30735,2020-04-09 00:34:23,2021-03-19 15:00:13,1,covid covid covidfrance covidー covidvaccination covid uk usa ireland scotland norway germany  ,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'COVID', 'indices': [9, 15]}, {'text': 'COVID19france', 'indices': [16, 30]}, {'text': 'COVIDー19', 'indices': [31, 40]}, {'text': 'COVID19Vaccination', 'indices': [41, 60]}, {'text': 'Covid_19', 'indices': [61, 70]}, {'text': 'UK', 'indices': [71, 74]}, {'text': 'USA', 'indices': [75, 79]}, {'text': 'IRELAND', 'indices': [80, 88]}, {'text': 'SCOTLAND', 'indices': [89, 98]}, {'text': 'NORWAY', 'indices': [99, 106]}, {'text': 'GERMANY', 'indices': [107, 115]}]",3,15,Friday,19,0
1254,Rahuldevsneh,"विचारक।।विवेचक।।गर्वित भारतीय🇮🇳🇮🇳
गर्वित हिन्दू।।सनातन धर्म अनुयायी
🇮🇳🇮🇳
जय श्री राम",क सग ज उत तर प रद श भ रत,185,289,26557,2017-12-20 02:56:15,2021-03-19 14:59:04,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1255,MandarSawant184,"Indian Marathi Malvani Mumbaikar Borivalite Hindu Maratha.
RTs or likes are not endorsements",mumbai,1828,7199,243083,2013-02-23 09:51:54,2021-03-19 14:56:20,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1256,Partho701,"Employed in AAI, Kolkata Airport as Manager and A die hard crazy Amitabh Bachchan fan.",michael nagar kolkata india,142,368,28406,2020-08-27 04:06:03,2021-03-19 14:55:32,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1257,BhabhorGANPATS7,भारतीय जनता पार्टी,ग जर त भ रत,612,209,1397,2021-03-10 08:38:50,2021-03-19 14:52:27,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1258,SiteshM35192060,i am proud to be Hindu. jai Shree ram,म  बई भ रत,103,25,2113,2019-08-06 19:31:24,2021-03-19 14:52:01,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1259,BjpRahulGupta,Executive Member of Mumbai Pradesh @BJYM / @BJP4India Activist,bandra east mumbai,126,176,4918,2018-09-08 11:18:50,2021-03-19 14:51:45,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1260,achyutgore,Nation First.,pune india,191,709,25147,2011-06-30 09:01:51,2021-03-19 14:51:24,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1261,thejayabeing,"I'm youth  leader @BJYM &
@abvpvoice
actor 
@Actorprepares
sportsman
businessman 
social activist.
motivational speaker.
living as human being from born.",cuttack india,5000,102,3442,2020-08-19 18:05:42,2021-03-19 14:50:31,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1262,RakeshK56536968,Always happy,hyderabad india,311,639,194462,2018-11-19 12:13:29,2021-03-19 14:49:48,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1263,JharnaMukherje6,A HOUSEWIFE.  Love to cook.Married and have one son.Very vocal about Right to Repair.Let's make sure that technology is for everyone.,kandi india,334,32,4541,2021-02-12 03:53:11,2021-03-19 14:47:32,13,"skynews the uks covid r number has increased slightly to between  and 

skyenda has the latest on the new data that has be ","[{'text': 'COVID19', 'indices': [22, 30]}]",3,14,Friday,19,0
1264,ComeOverHereTM,"No. Retweets are not endorsements. | No DMs please, untill and unless it's very important. Peace :)",scorpions lair,17,47,9213,2020-11-20 10:51:01,2021-03-19 14:45:13,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1265,AmeyaPathak4477,"Project Research Assistant,
Design Innovation Centre,COEP
in Collaboration with IIT BOMBAY.",pune india,280,85,490,2016-09-30 07:26:55,2021-03-19 14:44:19,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1266,nav_nirvana,"IT Professional | Origin - Patna | A Proud NaMo Bhakt |

वसुधैव कुटुम्बकम।
World Is One Family. 🌍

यत्र नार्यस्तु पूज्यन्ते, रमन्ते तत्र देवता। 🙏",gurugram,2746,2013,298575,2012-08-15 08:34:55,2021-03-19 14:43:48,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1267,pradeepsinghneg,"💐 वंदे मातरम!! 
।। योग करे स्वस्थ रहें ।।",uttaranchal india,362,1149,290934,2010-03-29 08:26:54,2021-03-19 14:42:10,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1268,Krushna7910,"भाजपा सोशल मीडिया सेल सहसंयोजक झरी जामणी तालुका. 
@NarendraModi समर्थक",maharashtra india,579,123,1718,2016-12-16 03:42:33,2021-03-19 14:39:48,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1269,RahulRc496,"Yes i am 











































































Rahul Chauhan  [ Rishikesh, Uttarakhand ]",rishikesh india,2576,1727,180409,2014-09-29 16:16:06,2021-03-19 14:39:05,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1270,ShyamArke,भाजपा कार्यकर्ता,भ रत य           ,1489,575,32390,2016-01-09 08:09:01,2021-03-19 14:37:31,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1271,UnstoppableRavi,ब्राह्मण 💥,यत र तत र सर वत र,553,1540,158820,2018-06-07 08:45:17,2021-03-19 14:37:17,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1272,imAYadav_,Proud  Indian | Nationalist | Son of Bharat Mata | Brother|,भ रत,458,83,4338,2021-02-03 14:11:24,2021-03-19 14:37:16,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1273,RavikiranShara1,"Tutor for CSAT, President Cooperative Cell Amravati, General Secretary BTSM Vidarbha Prant.",india,113,20,438,2018-01-11 16:17:32,2021-03-19 14:36:26,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1274,sggiradkar,"Indian, RT are not endorsed",al kuwair muscat  oman,1368,490,5797,2010-04-14 06:35:23,2021-03-19 14:36:10,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1275,pukhrajhemapp,जय हिन्द 🇮🇳,म त य  ल क,3561,1679,81169,2014-10-18 14:13:47,2021-03-19 14:36:00,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1276,June4th,Community Focus:- Home and away,burnley lancashire,2696,4561,341779,2009-05-24 18:02:28,2021-03-19 14:35:56,13,"skynews the uks covid r number has increased slightly to between  and 

skyenda has the latest on the new data that has be ","[{'text': 'COVID19', 'indices': [22, 30]}]",3,14,Friday,19,0
1277,AbhiPawarBJP,"कार्यकर्ता,भारतीय जनता पार्टी/आमदार,औसा विधानसभा मतदारसंघ",latur,235,8050,6238,2013-10-20 15:35:37,2021-03-19 14:35:25,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1278,Siddharth_Girme,Nationalist|Hindu🚩|Proud An ABVP'ian|Tweets are personal opinions.,pune india,1200,2069,35315,2018-12-28 13:18:46,2021-03-19 14:35:05,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1279,NitinBhusare4,"event organiser,",aurangabadmaharashtra india,1263,240,25777,2018-08-25 02:10:32,2021-03-19 14:34:36,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1280,Rsupmanyu,"The great secret of true success, of true happiness, is this: the man or woman who asks for no return, the perfectly unselfish person, is the most successful.",भ रत,1251,376,115165,2012-03-28 08:01:16,2021-03-19 14:32:30,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1281,Clarkridge3,"Established in 2005, Clarkridge is an esteemed educational organization known for outstanding hands-on, career-focused academic learning.",toronto brampton,19,3,63,2019-12-04 17:23:45,2021-03-19 14:31:07,0,"here is a list of groups eligible for covid vaccination under phase 

covid covid covidcanada  ","[{'text': 'COVID19', 'indices': [75, 83]}, {'text': 'covid', 'indices': [84, 90]}, {'text': 'covid19canada', 'indices': [91, 105]}]",3,14,Friday,19,0
1282,abhishekkrai05,engineer & social worker ll 🚩🚩🔱🔱सनातन धर्म प्रचारक🔱🔱🚩🚩,out of limit,725,880,40454,2015-03-26 20:55:27,2021-03-19 14:30:40,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1283,rush_531,"छत्रपती_शिवाजी_महाराज_की_जय 🚩 , #हिंदुस्तान #वंदे_मातरम् 🇮🇳 , 
#मराठा 🚩, #मराठी 🚩
#Engineer 😃",मह र ष ट र  triangularflagonpost ,256,84,3579,2013-04-18 10:13:47,2021-03-19 14:30:26,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1284,iGotADDi,"Until the colour of your skin is the target, you will never understand 

~ Angela Davis",london england,1771,535,28162,2013-05-06 21:22:35,2021-03-19 14:29:22,13,"skynews the uks covid r number has increased slightly to between  and 

skyenda has the latest on the new data that has be ","[{'text': 'COVID19', 'indices': [22, 30]}]",3,14,Friday,19,0
1285,revmezie,God's grace keeps me going/Manchester united.,in the city where god dwells,483,487,8588,2019-06-14 15:03:20,2021-03-19 14:28:10,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,14,Friday,19,1
1286,aryanbagade07,"Interested Football, Cricket Tennis, Infra & Politics. Views are personal. RT are not endorsements. SSR Warrior. @Dev_Fadnavis Fan.",bombay,95,51,7635,2020-09-23 17:52:00,2021-03-19 14:28:02,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1287,PrinceAdesoji1,infotainment maniac.....,lagos nigeria,356,242,41909,2013-03-21 12:42:03,2021-03-19 14:27:06,13,"skynews the uks covid r number has increased slightly to between  and 

skyenda has the latest on the new data that has be ","[{'text': 'COVID19', 'indices': [22, 30]}]",3,14,Friday,19,0
1288,imsbhatt0707,Patriotic . Biker 🏍️ . Gamer . Sports Fanatic . Cricket addicted 🏏🏏 . MSDian ❤️❤️ . CSK4life💛💛 . Federer Fan 🎾🎾 .,mumbai india,1674,101,47384,2020-02-09 20:12:55,2021-03-19 14:26:32,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1289,SkyNews,"We take you to the heart of the stories that shape our world. 

For breaking news, follow @SkyNewsBreak",london uk,27,7038382,451120,2007-07-19 14:42:53,2021-03-19 14:25:28,13,"the uks covid r number has increased slightly to between  and 

skyenda has the latest on the new data  ","[{'text': 'COVID19', 'indices': [9, 17]}]",3,14,Friday,19,0
